"代號","名稱","成交","漲跌幅","一個月最低股價","三個月最低股價","半年最低股價","一年最低股價","5日累計漲跌(%)","一個月累計漲跌(%)","三個月累計漲跌(%)","半年累計漲跌(%)","一年累計漲跌(%)","21W46外資買賣超張數","21W46外資買賣超佔成交(%)","一個月最高股價","三個月最高股價","半年最高股價","一年最高股價"
="8114","振樺電","106.5","+5.45","78.4","74","68","66.5","+18.3","+35.5","+43.5","+57.8","+33.1","+169","+5.41","110.5","110.5","110.5","110.5"
="8150","南茂","47.15","+3.06","43.7","42.1","40.05","29.65","+0.53","+4.55","-12.5","+18.9","+59.8","-18,676","-41.5","47.95","61.4","61.4","61.4"
="8182","加高","52.9","+1.73","41.4","40.2","29.4","26.05","+16.5","+27.5","+18.6","+82.4","+97","-72","-0.38","54","54","58.4","58.4"
="8183","精星","50.9","+9.82","38.75","34.15","34.15","18","+10.4","+30.5","+17.3","+51.5","+177","+189","+2.48","51.9","51.9","60.7","61.8"
="8215","明基材","37.45","+2.32","30.65","30.1","22.2","21.15","+1.77","+19.1","+7.15","+72.2","+57.7","-3,142","-9.96","40.2","41.5","43.5","43.5"
="8255","朋程","247.5","+1.64","210.5","182","99.3","93.5","-1.79","+14.6","+23.8","+153","+161","-129","-0.37","297","297","297","297"
="8261","富鼎","111","+0.91","85.7","75.2","52.9","40.5","+5.71","+27","+11","+113","+164","-399","-1.18","116","116","137","137"
="8289","泰藝","36.1","+7.6","29.2","25.1","14.65","11.25","+22.4","+23","+39.4","+153","+213","+569","+4.03","36.7","37","37","37"
="8358","金居","83.9","+9.96","72.1","62.4","62.4","41.6","+13.4","+14.3","+12","+26.2","+95.6","+2,763","+7.73","83.9","84.3","92.9","92.9"
="8415","大國鋼","35.5","-2.87","32.9","32.9","30","25.25","-5.08","-0.7","-7.07","+19.9","+37.1","-1,903","-3.67","39.45","43.35","45.35","45.35"
="8422","可寧衛","244","+5.17","200.5","166","163.5","158","+15.1","+15.1","+46.1","+45.2","+51.6","-64","-0.53","249.5","249.5","249.5","249.5"
="9103","美德醫療-DR","12.5","+2.46","12","12","12","12","+1.21","-0.79","-28.4","-62.9","-57.6","-496","-7.01","12.95","20.35","37","37"
="9904","寶成","34.75","+1.02","33.15","31.55","31.55","27.85","+1.61","+4.67","+3.42","+9.79","+20","+572","+2.83","35.8","35.8","40.5","40.5"
="9945","潤泰新","69","+0.73","55.3","54.1","49.05","38.5","+2.22","+25","+4.7","+42.4","+69.5","-2,462","-5.95","72.1","85.7","85.7","85.7"
